지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),지면온도(°C),요일,강수량,명칭,태양황경,season
108,서울,2019-04-16 12:00:00,19.7,0.0,2.8,15.0,1007.5,31.6,1,0,청명,15,1
108,서울,2019-04-16 13:00:00,20.6,0.0,3.5,14.0,1006.9,34.2,1,0,청명,15,1
108,서울,2019-04-16 14:00:00,21.8,0.0,3.2,13.0,1005.9,34.4,1,0,청명,15,1
108,서울,2019-04-16 15:00:00,22.1,0.0,2.4,11.0,1005.3,32.3,1,0,청명,15,1
108,서울,2019-04-16 16:00:00,21.9,0.0,3.0,11.0,1004.8,30.0,1,0,청명,15,1
108,서울,2019-04-16 17:00:00,21.2,0.0,3.8,11.0,1004.7,25.7,1,0,청명,15,1
108,서울,2019-04-16 18:00:00,20.0,0.0,3.2,12.0,1004.9,20.2,1,0,청명,15,1
108,서울,2019-04-16 19:00:00,18.0,0.0,2.3,15.0,1005.0,15.9,1,0,청명,15,1
108,서울,2019-04-16 20:00:00,16.6,0.0,2.3,15.0,1005.1,13.4,1,0,청명,15,1
108,서울,2019-04-16 21:00:00,16.0,0.0,1.8,16.0,1005.7,12.3,1,0,청명,15,1
108,서울,2019-04-16 22:00:00,14.7,0.0,0.8,21.0,1005.8,10.3,1,0,청명,15,1
108,서울,2019-04-16 23:00:00,13.5,0.0,0.8,22.0,1005.6,9.2,1,0,청명,15,1
108,서울,2019-04-17 00:00:00,12.9,0.0,0.6,24.0,1005.3,8.6,2,0,청명,15,1
108,서울,2019-04-17 01:00:00,11.9,0.0,1.2,25.0,1005.4,7.6,2,0,청명,15,1
108,서울,2019-04-17 07:00:00,9.4,0.0,0.6,32.0,1004.1,5.8,2,0,청명,15,1
108,서울,2019-04-17 08:00:00,11.9,0.0,0.9,27.0,1004.1,7.8,2,0,청명,15,1
108,서울,2019-04-17 09:00:00,15.3,0.0,0.9,22.0,1004.1,16.2,2,0,청명,15,1
108,서울,2019-04-17 10:00:00,17.9,0.0,1.9,18.0,1004.2,23.6,2,0,청명,15,1
108,서울,2019-04-17 11:00:00,20.0,0.0,2.8,18.0,1004.0,29.4,2,0,청명,15,1
108,서울,2019-04-17 12:00:00,20.8,0.0,1.8,23.0,1003.4,33.9,2,0,청명,15,1
108,서울,2019-04-17 13:00:00,21.6,0.0,3.4,25.0,1002.2,36.9,2,0,청명,15,1
108,서울,2019-04-17 14:00:00,21.2,0.0,4.0,38.0,1001.8,37.4,2,0,청명,15,1
108,서울,2019-04-17 15:00:00,21.1,0.0,3.0,37.0,1001.0,36.7,2,0,청명,15,1
108,서울,2019-04-17 16:00:00,20.8,0.0,3.7,34.0,1000.7,33.7,2,0,청명,15,1
108,서울,2019-04-17 17:00:00,19.8,0.0,3.3,36.0,1000.3,25.8,2,0,청명,15,1
108,서울,2019-04-17 18:00:00,18.6,0.0,4.0,43.0,1000.6,21.6,2,0,청명,15,1
108,서울,2019-04-17 19:00:00,16.3,0.0,2.1,52.0,1000.5,16.5,2,0,청명,15,1
108,서울,2019-04-17 20:00:00,14.7,0.0,2.5,62.0,1000.8,14.0,2,0,청명,15,1
108,서울,2019-04-17 21:00:00,13.9,0.0,1.8,62.0,1000.6,12.5,2,0,청명,15,1
108,서울,2019-04-17 22:00:00,13.4,0.0,1.4,64.0,1000.6,11.4,2,0,청명,15,1
108,서울,2019-04-17 23:00:00,13.0,0.0,0.9,61.0,1000.6,10.5,2,0,청명,15,1
108,서울,2019-04-18 00:00:00,12.9,0.0,1.3,59.0,1001.2,10.1,3,0,청명,15,1
108,서울,2019-04-18 01:00:00,13.0,0.0,1.5,58.0,1001.0,10.0,3,0,청명,15,1
108,서울,2019-04-18 07:00:00,11.9,0.0,2.2,65.0,1000.9,9.5,3,0,청명,15,1
108,서울,2019-04-18 08:00:00,13.0,0.0,1.7,64.0,1001.3,12.8,3,0,청명,15,1
108,서울,2019-04-18 09:00:00,13.9,0.0,2.2,66.0,1001.2,14.9,3,0,청명,15,1
108,서울,2019-04-18 10:00:00,14.5,0.0,3.0,64.0,1001.9,16.6,3,0,청명,15,1
108,서울,2019-04-18 11:00:00,14.5,0.0,3.0,64.0,1002.2,16.1,3,0,청명,15,1
108,서울,2019-04-18 12:00:00,14.5,0.0,2.8,64.0,1002.4,14.8,3,0,청명,15,1
108,서울,2019-04-18 13:00:00,15.7,0.0,4.2,57.0,1001.2,21.1,3,0,청명,15,1
108,서울,2019-04-18 14:00:00,15.3,0.0,4.6,62.0,1000.9,18.1,3,0,청명,15,1
108,서울,2019-04-18 15:00:00,14.5,0.0,4.7,70.0,1001.0,16.0,3,0,청명,15,1
108,서울,2019-04-18 16:00:00,13.6,0.0,2.3,79.0,1000.8,14.9,3,0,청명,15,1
108,서울,2019-04-18 17:00:00,13.1,0.0,2.1,81.0,1001.0,14.4,3,0,청명,15,1
108,서울,2019-04-18 18:00:00,12.7,0.0,2.9,83.0,1001.2,13.5,3,0,청명,15,1
108,서울,2019-04-18 19:00:00,12.3,0.0,1.6,85.0,1001.7,12.9,3,0,청명,15,1
108,서울,2019-04-18 20:00:00,12.2,0.0,0.5,86.0,1002.5,12.5,3,0,청명,15,1
108,서울,2019-04-18 21:00:00,11.8,0.0,0.3,89.0,1003.3,10.3,3,0,청명,15,1
108,서울,2019-04-18 22:00:00,11.3,0.0,0.3,91.0,1003.7,9.1,3,0,청명,15,1
108,서울,2019-04-18 23:00:00,10.9,0.0,1.2,92.0,1003.8,8.7,3,0,청명,15,1
108,서울,2019-04-19 00:00:00,10.4,0.0,0.6,93.0,1003.9,7.8,4,0,청명,15,1
108,서울,2019-04-19 01:00:00,10.0,0.0,1.1,92.0,1004.4,7.8,4,0,청명,15,1
108,서울,2019-04-19 07:00:00,10.7,0.0,1.8,70.0,1006.4,10.0,4,0,청명,15,1
108,서울,2019-04-19 08:00:00,11.2,0.0,2.5,60.0,1006.8,11.1,4,0,청명,15,1
108,서울,2019-04-19 09:00:00,12.1,0.0,2.3,55.0,1007.1,13.9,4,0,청명,15,1
108,서울,2019-04-19 10:00:00,12.8,0.0,2.8,50.0,1007.7,15.7,4,0,청명,15,1
108,서울,2019-04-19 11:00:00,13.3,0.0,2.1,47.0,1007.2,16.4,4,0,청명,15,1
108,서울,2019-04-19 12:00:00,13.7,0.0,2.4,45.0,1006.7,16.8,4,0,청명,15,1
108,서울,2019-04-19 13:00:00,15.6,0.0,2.2,40.0,1006.9,24.0,4,0,청명,15,1
108,서울,2019-04-19 14:00:00,17.5,0.0,1.9,39.0,1006.6,32.1,4,0,청명,15,1
108,서울,2019-04-19 15:00:00,18.4,0.0,1.6,38.0,1006.0,34.0,4,0,청명,15,1
108,서울,2019-04-19 16:00:00,19.1,0.0,1.7,36.0,1005.0,32.4,4,0,청명,15,1
108,서울,2019-04-19 17:00:00,19.3,0.0,0.7,34.0,1004.7,25.7,4,0,청명,15,1
108,서울,2019-04-19 18:00:00,18.9,0.0,1.1,34.0,1004.5,20.9,4,0,청명,15,1
108,서울,2019-04-19 19:00:00,17.5,0.0,1.6,41.0,1004.6,16.1,4,0,청명,15,1
108,서울,2019-04-19 20:00:00,16.2,0.0,1.7,47.0,1005.4,13.6,4,0,청명,15,1
108,서울,2019-04-19 21:00:00,15.1,0.0,1.5,52.0,1006.2,12.1,4,0,청명,15,1
108,서울,2019-04-19 22:00:00,14.1,0.0,1.2,56.0,1006.6,11.1,4,0,청명,15,1
108,서울,2019-04-19 23:00:00,13.3,0.0,1.4,57.0,1006.7,10.3,4,0,청명,15,1
108,서울,2019-04-20 00:00:00,12.5,0.0,1.2,60.0,1006.7,9.3,5,0,곡우,30,1
108,서울,2019-04-20 01:00:00,11.7,0.0,0.7,62.0,1006.6,8.8,5,0,곡우,30,1
108,서울,2019-04-20 07:00:00,11.1,0.0,1.3,65.0,1005.8,11.1,5,0,곡우,30,1
108,서울,2019-04-20 08:00:00,12.1,0.0,0.6,60.0,1006.0,12.8,5,0,곡우,30,1
108,서울,2019-04-20 09:00:00,13.1,0.0,1.1,61.0,1006.4,14.9,5,0,곡우,30,1
108,서울,2019-04-20 10:00:00,14.5,0.0,1.3,62.0,1006.2,20.2,5,0,곡우,30,1
108,서울,2019-04-20 11:00:00,16.4,0.0,1.7,53.0,1006.0,25.5,5,0,곡우,30,1
108,서울,2019-04-20 12:00:00,17.0,0.0,2.1,53.0,1005.5,25.3,5,0,곡우,30,1
108,서울,2019-04-20 13:00:00,17.7,0.0,3.1,48.0,1004.9,28.3,5,0,곡우,30,1
108,서울,2019-04-20 14:00:00,17.7,0.0,3.1,50.0,1004.4,27.9,5,0,곡우,30,1
108,서울,2019-04-20 15:00:00,18.9,0.0,3.5,46.0,1003.0,32.6,5,0,곡우,30,1
108,서울,2019-04-20 16:00:00,18.2,0.0,3.3,47.0,1003.1,25.2,5,0,곡우,30,1
108,서울,2019-04-20 17:00:00,17.0,0.0,3.1,60.0,1003.3,20.9,5,0,곡우,30,1
108,서울,2019-04-20 18:00:00,16.1,0.0,3.1,66.0,1003.2,18.1,5,0,곡우,30,1
108,서울,2019-04-20 19:00:00,15.5,0.0,2.5,69.0,1003.5,16.5,5,0,곡우,30,1
108,서울,2019-04-20 20:00:00,15.0,0.0,1.7,73.0,1003.9,15.5,5,0,곡우,30,1
108,서울,2019-04-20 21:00:00,14.7,0.0,1.8,78.0,1004.3,14.8,5,0,곡우,30,1
108,서울,2019-04-20 22:00:00,13.9,0.4,1.2,92.0,1004.2,14.1,5,1,곡우,30,1
108,서울,2019-04-20 23:00:00,13.7,0.2,1.2,94.0,1003.8,13.8,5,1,곡우,30,1
108,서울,2019-04-21 00:00:00,13.5,0.6,1.4,96.0,1003.8,13.6,6,1,곡우,30,1
108,서울,2019-04-21 01:00:00,13.0,0.1,1.3,96.0,1003.5,13.3,6,1,곡우,30,1
108,서울,2019-04-21 07:00:00,12.7,0.0,0.6,96.0,1002.6,13.3,6,0,곡우,30,1
108,서울,2019-04-21 08:00:00,13.0,0.0,0.0,94.0,1003.1,13.8,6,0,곡우,30,1
108,서울,2019-04-21 09:00:00,13.4,0.0,1.4,93.0,1003.7,14.5,6,0,곡우,30,1
108,서울,2019-04-21 10:00:00,14.2,0.0,1.9,84.0,1004.0,17.7,6,0,곡우,30,1
108,서울,2019-04-21 11:00:00,14.7,0.0,1.9,85.0,1004.3,18.0,6,0,곡우,30,1
108,서울,2019-04-21 12:00:00,16.1,0.0,1.5,69.0,1003.7,23.1,6,0,곡우,30,1
108,서울,2019-04-21 13:00:00,17.3,0.0,1.9,64.0,1003.5,24.7,6,0,곡우,30,1
108,서울,2019-04-21 14:00:00,17.9,0.0,1.9,64.0,1003.2,25.1,6,0,곡우,30,1
108,서울,2019-04-21 15:00:00,19.3,0.0,2.8,60.0,1002.2,31.5,6,0,곡우,30,1
108,서울,2019-04-21 16:00:00,19.8,0.0,1.9,57.0,1001.8,30.3,6,0,곡우,30,1
108,서울,2019-04-21 17:00:00,20.1,0.0,2.6,54.0,1002.2,25.8,6,0,곡우,30,1
108,서울,2019-04-21 18:00:00,18.0,0.0,4.1,59.0,1002.6,20.7,6,0,곡우,30,1
108,서울,2019-04-21 19:00:00,16.5,0.0,2.9,65.0,1002.7,16.9,6,0,곡우,30,1
108,서울,2019-04-21 20:00:00,15.6,0.0,2.8,68.0,1003.0,14.7,6,0,곡우,30,1
108,서울,2019-04-21 21:00:00,14.3,0.0,2.9,69.0,1003.8,13.3,6,0,곡우,30,1
108,서울,2019-04-21 22:00:00,13.5,0.0,1.5,73.0,1004.1,12.3,6,0,곡우,30,1
108,서울,2019-04-21 23:00:00,13.0,0.0,1.4,77.0,1004.5,11.5,6,0,곡우,30,1
108,서울,2019-04-22 00:00:00,12.5,0.0,2.2,79.0,1005.0,11.1,0,0,곡우,30,1
108,서울,2019-04-22 01:00:00,12.1,0.0,1.2,81.0,1004.8,10.5,0,0,곡우,30,1
108,서울,2019-04-22 07:00:00,11.4,0.0,1.1,81.0,1005.5,9.9,0,0,곡우,30,1
108,서울,2019-04-22 08:00:00,13.5,0.0,1.3,70.0,1005.9,12.5,0,0,곡우,30,1
108,서울,2019-04-22 09:00:00,16.4,0.0,0.9,61.0,1006.1,19.0,0,0,곡우,30,1
108,서울,2019-04-22 10:00:00,18.8,0.0,1.6,55.0,1006.4,25.4,0,0,곡우,30,1
108,서울,2019-04-22 11:00:00,21.0,0.0,2.0,47.0,1006.3,30.8,0,0,곡우,30,1
108,서울,2019-04-22 12:00:00,22.9,0.0,2.0,35.0,1005.7,35.3,0,0,곡우,30,1
108,서울,2019-04-22 13:00:00,24.4,0.0,2.1,27.0,1004.6,38.8,0,0,곡우,30,1
108,서울,2019-04-22 14:00:00,26.1,0.0,1.2,24.0,1003.8,40.9,0,0,곡우,30,1
108,서울,2019-04-22 15:00:00,27.4,0.0,1.5,23.0,1003.2,40.4,0,0,곡우,30,1
108,서울,2019-04-22 16:00:00,28.0,0.0,1.5,21.0,1002.5,37.9,0,0,곡우,30,1
108,서울,2019-04-22 17:00:00,27.6,0.0,1.8,23.0,1002.5,31.0,0,0,곡우,30,1
108,서울,2019-04-22 18:00:00,25.8,0.0,2.7,29.0,1002.6,25.8,0,0,곡우,30,1
108,서울,2019-04-22 19:00:00,24.3,0.0,2.9,33.0,1003.0,21.6,0,0,곡우,30,1
108,서울,2019-04-22 20:00:00,22.5,0.0,1.7,38.0,1003.7,19.1,0,0,곡우,30,1
108,서울,2019-04-22 21:00:00,21.3,0.0,1.9,40.0,1004.5,17.6,0,0,곡우,30,1
108,서울,2019-04-22 22:00:00,20.0,0.0,1.7,47.0,1005.3,16.5,0,0,곡우,30,1
108,서울,2019-04-22 23:00:00,19.1,0.0,1.2,41.0,1005.4,15.3,0,0,곡우,30,1
108,서울,2019-04-23 00:00:00,18.2,0.0,0.1,48.0,1005.6,14.6,1,0,곡우,30,1
108,서울,2019-04-23 01:00:00,17.5,0.0,1.1,52.0,1005.5,14.1,1,0,곡우,30,1
108,서울,2019-04-23 07:00:00,15.6,0.0,0.7,58.0,1004.2,13.7,1,0,곡우,30,1
108,서울,2019-04-23 08:00:00,17.9,0.0,1.5,48.0,1004.0,16.2,1,0,곡우,30,1
108,서울,2019-04-23 09:00:00,20.4,0.0,0.6,42.0,1003.9,23.0,1,0,곡우,30,1
108,서울,2019-04-23 10:00:00,22.1,0.0,0.8,41.0,1003.5,26.9,1,0,곡우,30,1
108,서울,2019-04-23 11:00:00,23.9,0.0,1.9,41.0,1003.3,31.2,1,0,곡우,30,1
108,서울,2019-04-23 12:00:00,25.1,0.0,1.0,39.0,1002.6,33.7,1,0,곡우,30,1
108,서울,2019-04-23 13:00:00,25.0,0.0,1.4,40.0,1001.8,29.2,1,0,곡우,30,1
108,서울,2019-04-23 14:00:00,25.3,0.0,0.7,38.0,1001.0,28.2,1,0,곡우,30,1
108,서울,2019-04-23 15:00:00,25.3,0.0,1.7,39.0,1000.3,27.3,1,0,곡우,30,1
108,서울,2019-04-23 16:00:00,24.7,0.0,2.6,42.0,1000.0,26.9,1,0,곡우,30,1
108,서울,2019-04-23 17:00:00,24.4,0.0,1.9,44.0,999.8,24.7,1,0,곡우,30,1
108,서울,2019-04-23 18:00:00,23.3,0.0,2.0,50.0,999.9,22.0,1,0,곡우,30,1
108,서울,2019-04-23 19:00:00,21.1,0.0,3.1,56.0,1000.1,19.8,1,0,곡우,30,1
108,서울,2019-04-23 20:00:00,19.8,0.0,1.8,58.0,1000.4,18.4,1,0,곡우,30,1
108,서울,2019-04-23 21:00:00,19.0,0.0,2.6,60.0,1000.8,17.6,1,0,곡우,30,1
108,서울,2019-04-23 22:00:00,18.7,0.0,1.5,60.0,1000.8,17.0,1,0,곡우,30,1
108,서울,2019-04-23 23:00:00,18.3,0.0,1.4,62.0,1000.6,16.6,1,0,곡우,30,1
108,서울,2019-04-24 00:00:00,18.0,0.0,1.4,64.0,1000.7,16.2,2,0,곡우,30,1
108,서울,2019-04-24 01:00:00,17.6,0.0,1.0,67.0,1000.2,15.9,2,0,곡우,30,1
108,서울,2019-04-24 07:00:00,16.1,0.0,1.0,96.0,997.7,15.7,2,0,곡우,30,1
108,서울,2019-04-24 08:00:00,16.5,0.0,1.0,95.0,997.5,17.2,2,0,곡우,30,1
108,서울,2019-04-24 09:00:00,17.2,0.0,0.2,82.0,997.3,19.1,2,0,곡우,30,1
108,서울,2019-04-24 10:00:00,19.0,0.0,0.8,74.0,997.1,22.9,2,0,곡우,30,1
108,서울,2019-04-24 11:00:00,19.3,0.0,3.3,73.0,997.1,25.7,2,0,곡우,30,1
108,서울,2019-04-24 12:00:00,21.6,0.0,1.5,62.0,996.1,30.3,2,0,곡우,30,1
108,서울,2019-04-24 13:00:00,23.3,0.0,1.2,54.0,995.6,31.0,2,0,곡우,30,1
108,서울,2019-04-24 14:00:00,24.5,0.0,3.4,52.0,995.1,31.6,2,0,곡우,30,1
108,서울,2019-04-24 15:00:00,25.5,0.0,2.8,47.0,994.5,33.2,2,0,곡우,30,1
108,서울,2019-04-24 16:00:00,25.6,0.0,2.3,48.0,993.9,31.7,2,0,곡우,30,1
108,서울,2019-04-24 17:00:00,24.0,0.0,3.6,51.0,994.3,27.5,2,0,곡우,30,1
108,서울,2019-04-24 18:00:00,22.8,0.0,4.2,51.0,994.4,23.6,2,0,곡우,30,1
108,서울,2019-04-24 19:00:00,21.3,0.0,2.4,54.0,994.7,19.7,2,0,곡우,30,1
108,서울,2019-04-24 20:00:00,20.1,0.0,2.1,57.0,995.2,17.6,2,0,곡우,30,1
108,서울,2019-04-24 21:00:00,19.2,0.0,1.4,60.0,995.9,16.4,2,0,곡우,30,1
108,서울,2019-04-24 22:00:00,18.4,0.0,1.7,63.0,996.4,15.7,2,0,곡우,30,1
108,서울,2019-04-24 23:00:00,17.7,0.0,1.5,67.0,996.1,15.2,2,0,곡우,30,1
108,서울,2019-04-25 00:00:00,17.1,0.0,0.8,71.0,996.2,14.4,3,0,곡우,30,1
108,서울,2019-04-25 01:00:00,16.7,0.0,1.1,72.0,996.0,14.0,3,0,곡우,30,1
108,서울,2019-04-25 07:00:00,15.9,0.0,2.7,59.0,997.0,14.4,3,0,곡우,30,1
108,서울,2019-04-25 08:00:00,15.8,0.0,2.8,57.0,997.3,15.2,3,0,곡우,30,1
108,서울,2019-04-25 09:00:00,15.8,0.0,2.6,53.0,997.2,16.7,3,0,곡우,30,1
108,서울,2019-04-25 10:00:00,15.8,0.0,2.6,52.0,997.4,17.4,3,0,곡우,30,1
108,서울,2019-04-25 11:00:00,14.7,0.0,3.1,54.0,997.8,15.6,3,0,곡우,30,1
108,서울,2019-04-25 12:00:00,14.9,0.0,3.0,51.0,997.2,16.7,3,0,곡우,30,1
108,서울,2019-04-25 13:00:00,14.0,0.3,2.6,68.0,996.7,15.7,3,1,곡우,30,1
108,서울,2019-04-25 14:00:00,12.7,0.5,2.0,77.0,996.8,14.2,3,1,곡우,30,1
108,서울,2019-04-25 15:00:00,11.9,0.6,2.1,82.0,996.8,13.4,3,1,곡우,30,1
108,서울,2019-04-25 16:00:00,11.0,1.2,2.6,88.0,997.3,12.9,3,1,곡우,30,1
108,서울,2019-04-25 17:00:00,10.5,0.7,2.4,92.0,997.0,12.3,3,1,곡우,30,1
108,서울,2019-04-25 18:00:00,10.2,0.1,2.9,93.0,996.4,12.0,3,1,곡우,30,1
108,서울,2019-04-25 19:00:00,10.1,0.5,2.4,93.0,996.1,11.5,3,1,곡우,30,1
108,서울,2019-04-25 20:00:00,10.2,1.3,2.0,95.0,996.7,11.4,3,1,곡우,30,1
108,서울,2019-04-25 21:00:00,10.2,2.4,1.2,96.0,997.2,11.4,3,1,곡우,30,1
108,서울,2019-04-25 22:00:00,10.2,2.2,0.8,96.0,997.3,11.4,3,1,곡우,30,1
108,서울,2019-04-25 23:00:00,9.9,1.1,2.4,96.0,997.5,11.2,3,1,곡우,30,1
108,서울,2019-04-26 00:00:00,9.4,0.4,1.8,96.0,997.8,10.9,4,1,곡우,30,1
108,서울,2019-04-26 01:00:00,9.0,0.0,2.3,95.0,997.8,10.5,4,0,곡우,30,1
108,서울,2019-04-26 07:00:00,7.9,0.1,1.6,94.0,999.6,9.6,4,1,곡우,30,1
108,서울,2019-04-26 08:00:00,8.0,0.0,1.4,91.0,1000.9,9.8,4,0,곡우,30,1
108,서울,2019-04-26 09:00:00,8.4,0.0,2.0,84.0,1001.4,10.7,4,0,곡우,30,1
108,서울,2019-04-26 10:00:00,9.0,0.0,2.1,79.0,1002.1,11.6,4,0,곡우,30,1
108,서울,2019-04-26 11:00:00,9.3,0.0,1.1,76.0,1002.4,11.8,4,0,곡우,30,1
108,서울,2019-04-26 12:00:00,9.6,0.0,1.8,74.0,1002.2,12.1,4,0,곡우,30,1
108,서울,2019-04-26 13:00:00,9.8,0.0,2.1,72.0,1002.3,12.1,4,0,곡우,30,1
108,서울,2019-04-26 14:00:00,9.9,0.0,2.2,72.0,1002.6,12.3,4,0,곡우,30,1
108,서울,2019-04-26 15:00:00,9.5,0.2,1.3,83.0,1002.9,11.9,4,1,곡우,30,1
108,서울,2019-04-26 16:00:00,9.5,0.4,0.9,83.0,1003.4,12.4,4,1,곡우,30,1
108,서울,2019-04-26 17:00:00,9.2,0.3,1.6,85.0,1004.0,11.5,4,1,곡우,30,1
108,서울,2019-04-26 18:00:00,9.2,0.0,1.3,81.0,1004.4,11.5,4,0,곡우,30,1
108,서울,2019-04-26 19:00:00,9.1,0.0,1.2,76.0,1005.0,10.4,4,0,곡우,30,1
108,서울,2019-04-26 20:00:00,8.9,0.0,1.2,75.0,1006.2,9.3,4,0,곡우,30,1
108,서울,2019-04-26 21:00:00,8.3,0.0,0.6,73.0,1007.4,8.1,4,0,곡우,30,1
108,서울,2019-04-26 22:00:00,7.4,0.0,0.4,77.0,1008.4,6.9,4,0,곡우,30,1
108,서울,2019-04-26 23:00:00,6.7,0.0,0.3,70.0,1008.9,5.9,4,0,곡우,30,1
108,서울,2019-04-27 00:00:00,6.2,0.0,0.8,71.0,1009.1,5.3,5,0,곡우,30,1
108,서울,2019-04-27 01:00:00,5.6,0.0,0.7,81.0,1009.7,4.8,5,0,곡우,30,1
108,서울,2019-04-27 07:00:00,5.0,0.0,0.7,71.0,1011.9,4.3,5,0,곡우,30,1
108,서울,2019-04-27 08:00:00,7.2,0.0,0.7,63.0,1012.5,6.6,5,0,곡우,30,1
108,서울,2019-04-27 09:00:00,9.7,0.0,1.2,56.0,1013.0,14.2,5,0,곡우,30,1
108,서울,2019-04-27 10:00:00,12.0,0.0,2.1,48.0,1013.2,20.2,5,0,곡우,30,1
108,서울,2019-04-27 11:00:00,14.1,0.0,1.9,44.0,1012.7,24.7,5,0,곡우,30,1
108,서울,2019-04-27 12:00:00,15.8,0.0,2.2,38.0,1011.8,27.6,5,0,곡우,30,1
108,서울,2019-04-27 13:00:00,17.1,0.0,2.4,31.0,1011.4,27.9,5,0,곡우,30,1
108,서울,2019-04-27 14:00:00,17.4,0.0,2.8,29.0,1011.0,27.1,5,0,곡우,30,1
108,서울,2019-04-27 15:00:00,18.0,0.0,2.8,27.0,1009.7,27.1,5,0,곡우,30,1
108,서울,2019-04-27 16:00:00,17.3,0.0,3.6,34.0,1009.5,23.0,5,0,곡우,30,1
108,서울,2019-04-27 17:00:00,16.7,0.0,1.7,33.0,1009.1,19.2,5,0,곡우,30,1
108,서울,2019-04-27 18:00:00,16.1,0.0,2.3,37.0,1009.1,17.1,5,0,곡우,30,1
108,서울,2019-04-27 19:00:00,14.1,0.0,2.7,45.0,1009.0,13.5,5,0,곡우,30,1
108,서울,2019-04-27 20:00:00,13.1,0.0,1.4,51.0,1009.7,11.5,5,0,곡우,30,1
108,서울,2019-04-27 21:00:00,12.3,0.0,1.3,54.0,1010.1,11.1,5,0,곡우,30,1
108,서울,2019-04-27 22:00:00,11.8,0.0,3.0,51.0,1010.6,10.5,5,0,곡우,30,1
108,서울,2019-04-27 23:00:00,11.7,0.0,2.4,54.0,1011.5,10.3,5,0,곡우,30,1
108,서울,2019-04-28 00:00:00,11.7,0.0,1.5,50.0,1011.7,10.4,6,0,곡우,30,1
108,서울,2019-04-28 01:00:00,12.0,0.0,0.5,44.0,1011.5,10.3,6,0,곡우,30,1
108,서울,2019-04-28 07:00:00,10.9,0.0,0.7,64.0,1011.4,10.9,6,0,곡우,30,1
108,서울,2019-04-28 08:00:00,11.4,0.0,0.7,61.0,1011.6,12.5,6,0,곡우,30,1
108,서울,2019-04-28 09:00:00,11.9,0.0,2.2,60.0,1012.3,13.1,6,0,곡우,30,1
108,서울,2019-04-28 10:00:00,12.3,0.0,2.9,58.0,1012.7,14.1,6,0,곡우,30,1
108,서울,2019-04-28 11:00:00,14.1,0.0,2.2,45.0,1012.1,23.2,6,0,곡우,30,1
108,서울,2019-04-28 12:00:00,15.9,0.0,2.2,39.0,1011.3,26.2,6,0,곡우,30,1
108,서울,2019-04-28 13:00:00,16.2,0.0,2.0,38.0,1010.7,26.0,6,0,곡우,30,1
108,서울,2019-04-28 14:00:00,15.5,0.0,2.6,39.0,1010.0,20.3,6,0,곡우,30,1
108,서울,2019-04-28 15:00:00,16.1,0.0,3.5,35.0,1009.1,22.3,6,0,곡우,30,1
108,서울,2019-04-28 16:00:00,15.4,0.0,3.0,36.0,1008.6,18.2,6,0,곡우,30,1
108,서울,2019-04-28 17:00:00,15.1,0.0,2.0,40.0,1008.3,16.8,6,0,곡우,30,1
108,서울,2019-04-28 18:00:00,14.5,0.0,3.0,40.0,1008.3,15.1,6,0,곡우,30,1
108,서울,2019-04-28 19:00:00,14.2,0.0,3.1,42.0,1008.4,13.5,6,0,곡우,30,1
108,서울,2019-04-28 20:00:00,12.8,0.0,1.2,45.0,1008.5,10.9,6,0,곡우,30,1
108,서울,2019-04-28 21:00:00,11.9,0.0,0.7,49.0,1009.2,9.7,6,0,곡우,30,1
108,서울,2019-04-28 22:00:00,11.0,0.0,1.1,52.0,1009.0,9.1,6,0,곡우,30,1
108,서울,2019-04-28 23:00:00,10.5,0.0,1.1,53.0,1009.2,8.5,6,0,곡우,30,1
108,서울,2019-04-29 00:00:00,9.9,0.0,0.6,57.0,1009.1,8.0,0,0,곡우,30,1
108,서울,2019-04-29 01:00:00,9.7,0.0,0.8,55.0,1009.0,8.0,0,0,곡우,30,1
108,서울,2019-04-29 07:00:00,8.9,0.0,1.1,66.0,1007.1,9.3,0,0,곡우,30,1
108,서울,2019-04-29 08:00:00,11.0,0.0,1.0,57.0,1006.9,11.4,0,0,곡우,30,1
108,서울,2019-04-29 09:00:00,13.3,0.0,1.7,48.0,1006.3,15.4,0,0,곡우,30,1
108,서울,2019-04-29 10:00:00,14.5,0.0,1.5,46.0,1005.7,17.8,0,0,곡우,30,1
108,서울,2019-04-29 11:00:00,15.3,0.0,2.0,44.0,1005.4,18.7,0,0,곡우,30,1
108,서울,2019-04-29 12:00:00,15.8,0.0,0.5,45.0,1005.0,18.4,0,0,곡우,30,1
108,서울,2019-04-29 13:00:00,16.0,0.0,1.1,43.0,1004.2,17.7,0,0,곡우,30,1
108,서울,2019-04-29 14:00:00,15.9,0.0,0.8,44.0,1003.4,16.4,0,0,곡우,30,1
108,서울,2019-04-29 15:00:00,15.8,0.0,1.2,45.0,1002.7,16.1,0,0,곡우,30,1
108,서울,2019-04-29 16:00:00,16.0,0.0,1.0,42.0,1001.7,16.7,0,0,곡우,30,1
108,서울,2019-04-29 17:00:00,16.3,0.0,0.6,41.0,1001.2,17.0,0,0,곡우,30,1
108,서울,2019-04-29 18:00:00,17.3,0.0,0.9,38.0,1000.7,17.3,0,0,곡우,30,1
108,서울,2019-04-29 19:00:00,16.1,0.0,0.7,43.0,1000.6,13.5,0,0,곡우,30,1
