지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),지면온도(°C)
121,영월,2020-01-01 02:00,-9,,.4,76,1002.3,-7.5
121,영월,2020-01-01 03:00,-8.3,,.5,72,1002.1,-5.9
121,영월,2020-01-01 04:00,-7.9,,1.5,70,1002.1,-5.8
121,영월,2020-01-01 05:00,-7.3,,.1,63,1001.6,-5.7
121,영월,2020-01-01 06:00,-7.3,,.3,70,1001.8,-6.1
121,영월,2020-01-01 07:00,-6.6,,.5,76,1002.1,-5.1
121,영월,2020-01-01 08:00,-6.4,,.2,81,1002.3,-4.8
121,영월,2020-01-01 09:00,-5.5,0,.2,83,1002.8,-3.1
121,영월,2020-01-01 10:00,-4.8,,.3,82,1003,-1.5
121,영월,2020-01-01 11:00,-3.5,,.7,78,1002.7,-1
121,영월,2020-01-01 12:00,-1.7,0,.4,74,1001.5,-.2
121,영월,2020-01-01 13:00,-.1,,.7,68,1000.7,2
121,영월,2020-01-01 14:00,1.7,,1.6,62,1000.3,5.2
121,영월,2020-01-01 15:00,1.1,,2.1,61,1000.3,1.5
121,영월,2020-01-01 16:00,1.3,,2.9,56,1000.7,-1.3
121,영월,2020-01-01 17:00,.9,,2.4,61,1001.1,-.9
121,영월,2020-01-01 18:00,0,,2.1,68,1001.4,-2
121,영월,2020-01-01 19:00,-.1,,1.2,69,1001.6,-2
121,영월,2020-01-01 20:00,-.8,,.6,72,1001.3,-2.4
121,영월,2020-01-01 21:00,-1.6,,.2,78,1001.5,-2.9
121,영월,2020-01-01 22:00,-2,,.6,79,1001.2,-3.5
121,영월,2020-01-01 23:00,-2.6,,.3,84,1001.5,-3.3
121,영월,2020-01-02 00:00,-2.7,,.1,85,1001.6,-3.1
127,충주,2020-01-01 01:00,-8.2,,.2,67,1019.8,-3
127,충주,2020-01-01 02:00,-7.7,,.4,63,1019,-3
127,충주,2020-01-01 03:00,-7.2,,0,55,1019.1,-2.5
127,충주,2020-01-01 04:00,-7,,.3,53,1019.2,-2.5
127,충주,2020-01-01 05:00,-6.7,,0,54,1018.8,-2.5
127,충주,2020-01-01 06:00,-6.5,,.4,54,1019,-2.5
127,충주,2020-01-01 07:00,-6.2,,.1,56,1019.3,-2.3
127,충주,2020-01-01 08:00,-6,,0,56,1019.2,-2.1
127,충주,2020-01-01 09:00,-5.7,,.2,59,1019.7,-1.8
127,충주,2020-01-01 10:00,-5,,.2,62,1020.1,-.9
127,충주,2020-01-01 11:00,-4.2,,.6,62,1019.9,-.3
127,충주,2020-01-01 12:00,-3.5,,.3,65,1018.8,-.3
127,충주,2020-01-01 13:00,-3,,.4,66,1017.8,.3
127,충주,2020-01-01 14:00,-2.5,,.3,67,1018,.2
127,충주,2020-01-01 15:00,-2,,.4,70,1017.9,0
127,충주,2020-01-01 16:00,-1.7,,.1,70,1018.3,-.3
127,충주,2020-01-01 17:00,-1.8,,.1,72,1018.3,-.3
127,충주,2020-01-01 18:00,-1.8,,.2,73,1018.3,-.5
127,충주,2020-01-01 19:00,-1.9,,.1,76,1018.3,-.9
127,충주,2020-01-01 20:00,-1.9,,0,77,1018,-.9
127,충주,2020-01-01 21:00,-2,,.1,80,1017.8,-.9
127,충주,2020-01-01 22:00,-2.1,,.2,81,1017.7,-1
127,충주,2020-01-01 23:00,-2.1,,0,82,1018.1,-.9
127,충주,2020-01-02 00:00,-2,,0,82,1017.7,-.9
129,서산,2020-01-01 01:00,-5.7,,.2,80,1029.6,-.9
129,서산,2020-01-01 02:00,-5.1,,1.1,77,1029.4,-.9
129,서산,2020-01-01 03:00,-4.3,,.7,77,1029.7,-.8
129,서산,2020-01-01 04:00,-4.1,,1.1,85,1029.6,-.8
129,서산,2020-01-01 05:00,-3.9,,.1,88,1029.4,-.7
129,서산,2020-01-01 06:00,-3.3,.2,.8,88,1029.1,-.7
129,서산,2020-01-01 07:00,-3,,.7,86,1029.5,-.6
129,서산,2020-01-01 08:00,-2.6,,0,87,1029.6,-.6
129,서산,2020-01-01 09:00,-1.7,,.9,84,1030,-.4
129,서산,2020-01-01 10:00,.9,,1.9,69,1030.3,-.2
129,서산,2020-01-01 11:00,2.8,,3.3,59,1029.6,.6
129,서산,2020-01-01 12:00,4,,2.7,50,1028.9,1.6
129,서산,2020-01-01 13:00,4.8,,3.1,50,1028.3,4.9
129,서산,2020-01-01 14:00,4.1,,3.2,55,1027.8,4.9
129,서산,2020-01-01 15:00,3.6,,2.7,58,1028.1,3.6
129,서산,2020-01-01 16:00,3.5,,2.2,58,1028.7,2.9
129,서산,2020-01-01 17:00,2,,1.3,70,1028.7,2.3
129,서산,2020-01-01 18:00,1.6,,.5,74,1028.8,1.9
129,서산,2020-01-01 19:00,1.2,,.5,78,1028.6,1.7
129,서산,2020-01-01 20:00,.8,,.1,84,1028.3,1.6
129,서산,2020-01-01 21:00,.2,,0,87,1028.3,1.1
129,서산,2020-01-01 22:00,-.5,,.6,90,1028.5,.3
129,서산,2020-01-01 23:00,-1.3,,.2,92,1028.5,-.1
129,서산,2020-01-02 00:00,-2.3,,0,96,1028.1,-.3
130,울진,2020-01-01 01:00,-3.8,,4,27,1022.2,-6.3
130,울진,2020-01-01 02:00,-3.6,,3.9,32,1022.2,-6.3
130,울진,2020-01-01 03:00,-2.9,,3.5,40,1021.6,-6
130,울진,2020-01-01 04:00,-2.2,,3.3,45,1021.1,-5.8
130,울진,2020-01-01 05:00,-1.7,,4.2,49,1021,-5.4
130,울진,2020-01-01 06:00,-1.4,,3.1,49,1021.3,-5.4
130,울진,2020-01-01 07:00,-1.4,,2.7,50,1021.7,-5.5
130,울진,2020-01-01 08:00,-1,,3.1,52,1022.2,-5
130,울진,2020-01-01 09:00,.6,,2.5,47,1022.8,-1.2
130,울진,2020-01-01 10:00,2.7,,2.1,41,1023.3,1
130,울진,2020-01-01 11:00,4.8,,2.4,36,1023,6.5
130,울진,2020-01-01 12:00,5.5,,3.9,37,1021.7,8.8
130,울진,2020-01-01 13:00,6.1,,4.1,37,1020.7,9.5
130,울진,2020-01-01 14:00,6.5,,3.1,35,1020,9.3
130,울진,2020-01-01 15:00,5.9,,3.9,36,1020.4,3.9
130,울진,2020-01-01 16:00,5,,3.7,39,1020.9,.9
130,울진,2020-01-01 17:00,3.2,,3.3,44,1021.5,-1.3
130,울진,2020-01-01 18:00,2.3,,3.4,48,1021.9,-1.2
130,울진,2020-01-01 19:00,1.7,,3.6,50,1021.9,-2.2
130,울진,2020-01-01 20:00,1.5,,3.5,49,1021.7,-2.8
130,울진,2020-01-01 21:00,.7,,3.4,53,1021.8,-3.2
130,울진,2020-01-01 22:00,.6,,3.2,52,1021.5,-3.6
130,울진,2020-01-01 23:00,.7,,3,49,1021.5,-3.8
130,울진,2020-01-02 00:00,.6,,3.4,47,1021.5,-3.9
131,청주,2020-01-01 01:00,-6.6,,1.3,64,1027.3,-3.5
131,청주,2020-01-01 02:00,-6.9,,1.5,68,1026.4,-3
131,청주,2020-01-01 03:00,-6.5,,1.4,67,1026.5,-2.6
131,청주,2020-01-01 04:00,-5.7,,.8,67,1026.4,-2.3
131,청주,2020-01-01 05:00,-5.4,,.8,66,1026.2,-2
131,청주,2020-01-01 06:00,-5,0,.3,67,1026.3,-2
131,청주,2020-01-01 07:00,-4.9,,1.1,68,1026.3,-2.1
131,청주,2020-01-01 08:00,-4.5,,.9,69,1026.4,-1.8
131,청주,2020-01-01 09:00,-4,,.4,70,1026.8,-1.3
131,청주,2020-01-01 10:00,-3.5,,.7,69,1027.1,-.4
131,청주,2020-01-01 11:00,-2.3,,.3,66,1026.7,0
131,청주,2020-01-01 12:00,-1.3,,.3,67,1025.8,1
131,청주,2020-01-01 13:00,.6,,.6,61,1025,1.2
131,청주,2020-01-01 14:00,1,,1.7,62,1024.3,1.2
131,청주,2020-01-01 15:00,.3,,.7,70,1024.6,1.1
131,청주,2020-01-01 16:00,.6,,.6,70,1025.1,.5
131,청주,2020-01-01 17:00,.3,,0,72,1025.1,-.2
131,청주,2020-01-01 18:00,.1,,.1,76,1025.2,0
131,청주,2020-01-01 19:00,.1,,0,79,1025,0
131,청주,2020-01-01 20:00,0,,.2,80,1024.8,0
131,청주,2020-01-01 21:00,-.4,,.2,81,1024.5,0
131,청주,2020-01-01 22:00,-.4,,.2,81,1024.7,0
131,청주,2020-01-01 23:00,-.3,,.3,80,1025,0
131,청주,2020-01-02 00:00,-.4,,.8,81,1024.5,0
133,대전,2020-01-01 01:00,-7.5,,1.6,70,1025.8,-3.7
133,대전,2020-01-01 02:00,-7.5,,1.1,70,1025.1,-3.4
133,대전,2020-01-01 03:00,-6.5,,1.2,70,1024.9,-1.9
133,대전,2020-01-01 04:00,-6.1,,.2,69,1024.7,-1.5
133,대전,2020-01-01 05:00,-5.5,,.6,68,1024.7,-1.5
133,대전,2020-01-01 06:00,-5.2,0,.2,69,1024.8,-1.3
133,대전,2020-01-01 07:00,-4.9,,.3,71,1024.8,-1.4
133,대전,2020-01-01 08:00,-4.5,,.4,70,1024.9,-1.3
133,대전,2020-01-01 09:00,-4,0,.3,70,1025.2,-.7
133,대전,2020-01-01 10:00,-1.9,,.6,70,1025.4,-.1
133,대전,2020-01-01 11:00,.9,,1.4,62,1025,1.6
133,대전,2020-01-01 12:00,3.9,,1.8,52,1023.9,2.9
133,대전,2020-01-01 13:00,4.8,,1.4,47,1023.2,6.1
133,대전,2020-01-01 14:00,4.6,,1.7,48,1022.6,6.2
133,대전,2020-01-01 15:00,4.6,,2.7,48,1022.8,5.7
133,대전,2020-01-01 16:00,4.1,,1.4,53,1023.3,3.7
133,대전,2020-01-01 17:00,3.2,,1.3,59,1023.3,1.8
133,대전,2020-01-01 18:00,2.6,,.8,64,1023.5,1.2
133,대전,2020-01-01 19:00,2.3,,.5,65,1023.4,1
133,대전,2020-01-01 20:00,1.7,,.4,67,1023.1,.2
133,대전,2020-01-01 21:00,.6,,.6,72,1023,.3
133,대전,2020-01-01 22:00,.2,,1.2,75,1023.4,.2
133,대전,2020-01-01 23:00,-.3,,.2,76,1023.4,.1
133,대전,2020-01-02 00:00,-1,,.4,81,1023,-.6
135,추풍령,2020-01-01 01:00,-8,,4.2,55,1002.4,-6
135,추풍령,2020-01-01 02:00,-8.2,,3.4,56,1001.8,-6
135,추풍령,2020-01-01 03:00,-7.8,,3.6,55,1001.7,-5.4
135,추풍령,2020-01-01 04:00,-7,,3.1,59,1001.3,-3.8
135,추풍령,2020-01-01 05:00,-5.7,,2.8,61,1001,-3.3
135,추풍령,2020-01-01 06:00,-3.8,,3.4,64,1000.8,-2.8
135,추풍령,2020-01-01 07:00,-4.2,,2.1,64,1001,-2.5
135,추풍령,2020-01-01 08:00,-3,,2.7,69,1001.1,-2.5
135,추풍령,2020-01-01 09:00,-2.3,,3.5,68,1001.5,-1.7
135,추풍령,2020-01-01 10:00,-1.5,,3.2,69,1002,-.9
135,추풍령,2020-01-01 11:00,-.5,,3,58,1001.8,-.2
135,추풍령,2020-01-01 12:00,.4,,4,54,1000.9,1.1
135,추풍령,2020-01-01 13:00,1.6,,4.2,49,1000.2,1.1
135,추풍령,2020-01-01 14:00,2.3,,2.3,47,999.8,1.2
135,추풍령,2020-01-01 15:00,2.5,,3.8,45,999.6,.8
135,추풍령,2020-01-01 16:00,2.2,,4.4,44,1000.2,.1
135,추풍령,2020-01-01 17:00,1.6,,2.4,48,1000.3,-.3
135,추풍령,2020-01-01 18:00,.8,,3.6,52,1000.6,-.5
135,추풍령,2020-01-01 19:00,.6,,4.1,54,1000.6,-.7
135,추풍령,2020-01-01 20:00,.3,,2.2,57,1000.3,-.7
135,추풍령,2020-01-01 21:00,-.3,,.7,60,1000.2,-.7
135,추풍령,2020-01-01 22:00,.3,,2,59,1000.5,-.7
135,추풍령,2020-01-01 23:00,.1,,1.8,60,1000.7,-.7
135,추풍령,2020-01-02 00:00,0,,3.9,61,1000.3,-.9
136,안동,2020-01-01 01:00,-6.8,,1.6,42,,
136,안동,2020-01-01 02:00,-8,,1.6,47,1014.8,-8
136,안동,2020-01-01 03:00,-8,,2.7,49,1014.7,-8
136,안동,2020-01-01 04:00,-8.4,,1.7,55,1014.5,-8
136,안동,2020-01-01 05:00,-8.4,,2,59,1014.2,-8
136,안동,2020-01-01 06:00,-8.5,,1.4,61,1014,-8.2
136,안동,2020-01-01 07:00,-8.4,,1.6,65,1014.4,-8.2
136,안동,2020-01-01 08:00,-8.4,,1.2,68,1014.4,-8.2
136,안동,2020-01-01 09:00,-5.1,,.8,64,1015,-3.1
136,안동,2020-01-01 10:00,-3.2,,1.5,61,1015.3,.6
136,안동,2020-01-01 11:00,-.9,,2.1,58,1015,2.3
136,안동,2020-01-01 12:00,2.1,,5.5,49,1013.4,5.7
136,안동,2020-01-01 13:00,3,,4.5,49,1012.5,3.3
136,안동,2020-01-01 14:00,3.2,,4.6,48,1012.5,6
136,안동,2020-01-01 15:00,2.9,,4.4,50,1012.6,3.7
136,안동,2020-01-01 16:00,2.9,,3.6,50,1013.2,.4
136,안동,2020-01-01 17:00,1,,3.5,56,1013.5,-.7
136,안동,2020-01-01 18:00,0,,2,60,1013.8,-1.4
136,안동,2020-01-01 19:00,-1,,2.4,65,1013.9,-2.3
136,안동,2020-01-01 20:00,-.9,,.4,70,1013.7,-3
136,안동,2020-01-01 21:00,-1,,1.2,68,1013.7,-3.3
136,안동,2020-01-01 22:00,-2.4,,.1,75,1013.6,-4
136,안동,2020-01-01 23:00,-3,,.8,79,1013.7,-4.6
136,안동,2020-01-02 00:00,-3.3,,0,79,1013.7,-5
137,상주,2020-01-01 01:00,-7.4,,2.5,54,1021.6,-4
137,상주,2020-01-01 02:00,-6.8,,2.9,50,1020.9,-4.1
137,상주,2020-01-01 03:00,-6.2,,2.5,54,1021,-3.4
137,상주,2020-01-01 04:00,-5.7,,1.9,60,1020.4,-2.8
137,상주,2020-01-01 05:00,-5,,3.1,62,1020.1,-2.6
137,상주,2020-01-01 06:00,-4.4,,3.1,65,1020,-2.3
137,상주,2020-01-01 07:00,-3.9,,3.8,68,1020.2,-3
137,상주,2020-01-01 08:00,-3,,3.3,70,1020.3,-2.1
137,상주,2020-01-01 09:00,-2.3,,4.4,70,1020.6,-1.3
137,상주,2020-01-01 10:00,-1.4,,3.7,71,1021.2,-.5
137,상주,2020-01-01 11:00,-.8,,4.1,72,1020.9,-.4
137,상주,2020-01-01 12:00,0,,3.4,70,1019.9,-.3
137,상주,2020-01-01 13:00,.8,,3.9,67,1019.2,0
137,상주,2020-01-01 14:00,3,,3.6,56,1018.8,.5
137,상주,2020-01-01 15:00,3.2,,1.5,54,1018.7,.3
137,상주,2020-01-01 16:00,2.6,,2.6,56,1019.2,0
137,상주,2020-01-01 17:00,2.2,,1.9,58,1019.3,-.2
137,상주,2020-01-01 18:00,1.3,,1,62,1019.6,-.3
137,상주,2020-01-01 19:00,.6,,.6,70,1019.6,0
137,상주,2020-01-01 20:00,1.2,,2.1,64,1019.3,0
137,상주,2020-01-01 21:00,.8,,.8,67,1019.2,0
137,상주,2020-01-01 22:00,.8,,1.6,69,1019.3,.1
137,상주,2020-01-01 23:00,.8,,2.2,70,1019.5,0
137,상주,2020-01-02 00:00,.6,,2.4,72,1019.1,0
138,포항,2020-01-01 01:00,-4.3,,3.9,38,1030.2,-6
138,포항,2020-01-01 02:00,-4.5,,3.9,36,1030.6,-6.3
138,포항,2020-01-01 03:00,-4.5,,3.5,37,1030.2,-6.4
138,포항,2020-01-01 04:00,-4.3,,3.7,45,1029.7,-6.2
138,포항,2020-01-01 05:00,-3.9,,2.5,52,1029.7,-5.9
138,포항,2020-01-01 06:00,-3.2,,2.5,55,1029.4,-5.4
138,포항,2020-01-01 07:00,-2.5,,2.1,60,1029.6,-5.1
138,포항,2020-01-01 08:00,-2,,1,62,1029.9,-5
138,포항,2020-01-01 09:00,-1.4,,1.4,62,1030.4,-2.5
138,포항,2020-01-01 10:00,1.7,,2.2,55,1031.3,1.9
138,포항,2020-01-01 11:00,3.7,,2.4,46,1030.8,5.7
138,포항,2020-01-01 12:00,4.6,,5.4,45,1029.4,7.9
138,포항,2020-01-01 13:00,5.4,,4.4,44,1028.2,9.6
138,포항,2020-01-01 14:00,5.9,,4.5,44,1028,10.2
138,포항,2020-01-01 15:00,5.5,,6.4,47,1028,7.6
138,포항,2020-01-01 16:00,5,,6.5,48,1028.7,4.1
138,포항,2020-01-01 17:00,4,,5.1,52,1029.3,1.2
138,포항,2020-01-01 18:00,2.9,,2.3,57,1029.9,-.7
138,포항,2020-01-01 19:00,2.4,,2.9,57,1029.8,-.5
138,포항,2020-01-01 20:00,1.9,,1,60,1029.3,-1.2
138,포항,2020-01-01 21:00,1.1,,1.5,60,1029.2,-1.9
138,포항,2020-01-01 22:00,1.5,,3.1,62,1028.8,-1.9
138,포항,2020-01-01 23:00,1.6,,3.8,64,1028.9,-1.9
138,포항,2020-01-02 00:00,1.3,,2.6,64,1028.6,-2.2
140,군산,2020-01-01 01:00,-5.5,,0,68,1030.9,-2.2
140,군산,2020-01-01 02:00,-4.9,,1.1,61,1030.9,-2.1
140,군산,2020-01-01 03:00,-4.7,,2.7,64,1030.7,-2.3
140,군산,2020-01-01 04:00,-4.2,,1.3,65,1030.4,-1.8
140,군산,2020-01-01 05:00,-3.8,,.2,66,1030.4,-1.6
140,군산,2020-01-01 06:00,-3.6,,.6,69,1030.1,-1.5
140,군산,2020-01-01 07:00,-3.2,,0,65,1030.6,-1.2
140,군산,2020-01-01 08:00,-3.2,,0,72,1030.5,-1.3
140,군산,2020-01-01 09:00,-2.4,,0,69,1030.7,-.5
140,군산,2020-01-01 10:00,-1.3,,0,66,1031.1,.1
140,군산,2020-01-01 11:00,.5,,1.3,63,1030.8,.1
140,군산,2020-01-01 12:00,1.4,,1.6,61,1030.2,.2
140,군산,2020-01-01 13:00,2.9,,1.5,59,1029.4,.5
140,군산,2020-01-01 14:00,3.9,,1.4,56,1028.6,2.4
140,군산,2020-01-01 15:00,4.2,,3,57,1028.9,5.2
140,군산,2020-01-01 16:00,3.6,,3.7,59,1029.3,3.3
140,군산,2020-01-01 17:00,3.2,,0,62,1029.4,2.2
140,군산,2020-01-01 18:00,2.6,,0,66,1029.2,1.2
140,군산,2020-01-01 19:00,2.2,,1.6,66,1029.1,.5
140,군산,2020-01-01 20:00,1.7,,1.3,69,1028.5,.5
140,군산,2020-01-01 21:00,.7,,.2,75,1028.7,.5
140,군산,2020-01-01 22:00,.4,,0,72,1028.9,.4
140,군산,2020-01-01 23:00,.4,,0,74,1029,.1
140,군산,2020-01-02 00:00,-.8,,.5,79,1028.5,-.4
143,대구,2020-01-01 01:00,-4.6,,4.9,31,1026.2,-5.5
143,대구,2020-01-01 02:00,-4.8,,3.9,33,1025.9,-5.7
143,대구,2020-01-01 03:00,-4.6,,3.9,37,1025.5,-5.7
143,대구,2020-01-01 04:00,-4.5,,3,41,1025.1,-5.8
143,대구,2020-01-01 05:00,-3.8,,2.6,50,1024.9,-4.8
143,대구,2020-01-01 06:00,-4.5,,.7,58,1024.6,-4.4
143,대구,2020-01-01 07:00,-3.1,,.9,58,1024.6,-4.1
143,대구,2020-01-01 08:00,-1.3,,3.5,61,1024.5,-3.2
143,대구,2020-01-01 09:00,-.2,,4.2,60,1025.2,-1.4
143,대구,2020-01-01 10:00,1.8,,3.4,54,1025.8,1.7
143,대구,2020-01-01 11:00,2.1,,3.7,53,1025.5,2.5
143,대구,2020-01-01 12:00,2.7,,4,53,1024.5,3.9
143,대구,2020-01-01 13:00,3.7,,4,48,1023.5,9.5
143,대구,2020-01-01 14:00,3.8,,3.6,47,1023.1,6.7
143,대구,2020-01-01 15:00,3.9,,3.5,48,1023.1,7.4
143,대구,2020-01-01 16:00,4,,3.3,48,1023.5,5
143,대구,2020-01-01 17:00,3.4,,2.7,48,1023.7,1.5
143,대구,2020-01-01 18:00,2.4,,1.9,51,1024.1,-.6
143,대구,2020-01-01 19:00,2,,2.1,54,1024.1,-.3
143,대구,2020-01-01 20:00,1.8,,2,56,1023.9,-.7
143,대구,2020-01-01 21:00,1.4,,1.9,57,1023.9,-1.2
143,대구,2020-01-01 22:00,1.2,,1.7,58,1024,-1.8
143,대구,2020-01-01 23:00,.9,,1.9,59,1024.1,-2
143,대구,2020-01-02 00:00,.6,,1.8,62,1023.9,-2.4
146,전주,2020-01-01 01:00,-5.6,,1.1,58,1026.4,-7.3
146,전주,2020-01-01 02:00,-6.1,,1.8,62,1026.1,-7.6
146,전주,2020-01-01 03:00,-5,,1.1,62,1026,-5.2
146,전주,2020-01-01 04:00,-4.6,,1.4,62,1025.4,-3
146,전주,2020-01-01 05:00,-3.8,,.7,60,1025.3,-2.6
146,전주,2020-01-01 06:00,-3.5,,.8,59,1025.2,-2.4
146,전주,2020-01-01 07:00,-3.2,,.2,59,1025.6,-2.6
146,전주,2020-01-01 08:00,-2.7,,.4,59,1025.5,-1.9
146,전주,2020-01-01 09:00,-1.8,,.6,60,1025.9,.1
146,전주,2020-01-01 10:00,-.8,,.9,59,1026.2,1.1
146,전주,2020-01-01 11:00,1,,0,58,1026,2.3
146,전주,2020-01-01 12:00,2.2,,.3,57,1025,5.3
146,전주,2020-01-01 13:00,2.7,,.7,58,1024.6,7.5
146,전주,2020-01-01 14:00,2.6,,1.4,56,1023.8,7.6
146,전주,2020-01-01 15:00,3.8,,2.1,52,1024,7
146,전주,2020-01-01 16:00,3.5,,1.8,52,1024.4,5.7
146,전주,2020-01-01 17:00,2.8,,2.3,55,1024.7,2.5
146,전주,2020-01-01 18:00,2.2,,.4,58,1024.4,.5
146,전주,2020-01-01 19:00,2.4,,.3,58,1024.4,.4
146,전주,2020-01-01 20:00,0,,1.7,69,1023.9,-.2
146,전주,2020-01-01 21:00,-.5,,1.7,72,1023.9,-.8
146,전주,2020-01-01 22:00,-.9,,1.7,75,1024.2,-1.7
146,전주,2020-01-01 23:00,-1.5,,1.7,76,1024.3,-2.2
146,전주,2020-01-02 00:00,-1.6,,2.1,78,1023.8,-2.6
152,울산,2020-01-01 01:00,-3.3,,2.2,25,1019.7,-4.3
152,울산,2020-01-01 02:00,-3.6,,3,25,1019.6,-4.4
152,울산,2020-01-01 03:00,-3.3,,2.4,33,1019.4,-4.1
152,울산,2020-01-01 04:00,-3.1,,1.3,45,1019,-4
152,울산,2020-01-01 05:00,-2.2,,1.5,49,1018.7,-3.6
152,울산,2020-01-01 06:00,-1,,3.3,52,1019,-2.6
152,울산,2020-01-01 07:00,-.7,,2.6,54,1019.3,-2
152,울산,2020-01-01 08:00,-.4,,2.2,56,1019.1,-2.1
152,울산,2020-01-01 09:00,.6,,3.3,57,1020.3,-.8
152,울산,2020-01-01 10:00,1.6,,3.1,54,1020.8,-.1
152,울산,2020-01-01 11:00,2.7,,3.7,49,1020.6,2.5
152,울산,2020-01-01 12:00,3.7,,3.8,46,1019.5,4.9
152,울산,2020-01-01 13:00,5,,3,42,1018.3,10.5
152,울산,2020-01-01 14:00,5.6,,3.2,41,1018.1,10.6
152,울산,2020-01-01 15:00,5.5,,3.8,38,1018.2,8.1
152,울산,2020-01-01 16:00,5.2,,3.6,40,1018.6,5.4
152,울산,2020-01-01 17:00,4.3,,3.5,43,1018.9,1.6
152,울산,2020-01-01 18:00,2.8,,3.6,54,1019.3,.1
152,울산,2020-01-01 19:00,2.1,,3.7,56,1019.1,-.3
152,울산,2020-01-01 20:00,1.8,,3.2,58,1018.9,-1
152,울산,2020-01-01 21:00,1.3,,2.4,60,1018.5,-1.7
152,울산,2020-01-01 22:00,1.7,,3.8,58,1018.1,-1.2
152,울산,2020-01-01 23:00,1.3,,2.8,61,1018.4,-1.7
152,울산,2020-01-02 00:00,1,,2.1,63,1018.3,-2
155,창원,2020-01-01 01:00,-3.9,,2.8,20,1026.4,-5.9
155,창원,2020-01-01 02:00,-4.5,,3,21,1026.8,-6.1
155,창원,2020-01-01 03:00,-4.5,,2.8,29,1026.3,-6
155,창원,2020-01-01 04:00,-4.2,,4.3,40,1026.1,-5.5
155,창원,2020-01-01 05:00,-4.2,,1.8,44,1026.4,-5.5
155,창원,2020-01-01 06:00,-4.3,,1.3,44,1026.2,-5.3
155,창원,2020-01-01 07:00,-3.7,,1.6,46,1026.3,-5.4
155,창원,2020-01-01 08:00,-3.1,,.8,49,1026.4,-3.9
155,창원,2020-01-01 09:00,-1.9,,2.2,50,1027,-2.3
155,창원,2020-01-01 10:00,.4,,3.1,51,1027.1,-.7
155,창원,2020-01-01 11:00,1.9,,2.6,49,1026.9,2.6
155,창원,2020-01-01 12:00,2.8,,3.4,48,1025.9,4.6
155,창원,2020-01-01 13:00,3.3,,3.2,46,1025.3,5.5
155,창원,2020-01-01 14:00,4,,2.9,44,1024.6,7.8
155,창원,2020-01-01 15:00,4.7,,2.7,42,1024.4,7.5
155,창원,2020-01-01 16:00,4.6,,.9,43,1024.8,3.2
155,창원,2020-01-01 17:00,3.5,,.6,45,1025.2,.5
155,창원,2020-01-01 18:00,2.5,,.9,48,1025.5,-.6
155,창원,2020-01-01 19:00,2.3,,.8,48,1025.4,-.8
155,창원,2020-01-01 20:00,2.4,,1.2,46,1025.2,-1
155,창원,2020-01-01 21:00,1.8,,1.5,48,1025.1,-1.2
155,창원,2020-01-01 22:00,1.5,,1.6,50,1025.4,-1.6
155,창원,2020-01-01 23:00,1.3,,1.7,51,1025.6,-1.8
155,창원,2020-01-02 00:00,.9,,3.1,54,1025.1,-1.9
156,광주,2020-01-01 01:00,-4.6,,3.7,48,1024.8,-5.4
156,광주,2020-01-01 02:00,-4.7,,3.8,50,1024.5,-5.5
156,광주,2020-01-01 03:00,-4.5,,2.4,52,1024.8,-5.5
156,광주,2020-01-01 04:00,-3.5,,1.7,48,1024.7,-3
156,광주,2020-01-01 05:00,-3,,1.8,51,1024,-3.1
156,광주,2020-01-01 06:00,-3.6,,1.3,58,1024,-2.7
156,광주,2020-01-01 07:00,-3.8,,.5,59,1024.4,-3.4
156,광주,2020-01-01 08:00,-3.7,,.3,59,1024.4,-3
156,광주,2020-01-01 09:00,-2.5,,.6,54,1024.7,-.8
156,광주,2020-01-01 10:00,-1,,.8,53,1025,0
156,광주,2020-01-01 11:00,.2,,.9,50,1024.8,2.6
156,광주,2020-01-01 12:00,1.6,,.9,49,1023.8,3.2
156,광주,2020-01-01 13:00,3.1,,.9,51,1023.2,4.3
156,광주,2020-01-01 14:00,3.9,,1.3,51,1022.6,5.5
156,광주,2020-01-01 15:00,4.3,,3.3,50,1022.5,7.2
156,광주,2020-01-01 16:00,4.7,,1.9,49,1023.1,6.3
156,광주,2020-01-01 17:00,3.8,,1.4,51,1023.2,1.9
156,광주,2020-01-01 18:00,2.8,,.6,55,1023.1,-.6
156,광주,2020-01-01 19:00,2,,1.5,59,1023,.1
156,광주,2020-01-01 20:00,1.1,,2,64,1022.5,-.3
156,광주,2020-01-01 21:00,.4,,1.9,68,1022.7,-1
156,광주,2020-01-01 22:00,.9,,.6,67,1023,-1.5
156,광주,2020-01-01 23:00,-.1,,.1,71,1023.1,-1.9
156,광주,2020-01-02 00:00,-.7,,0,78,1022.7,-2.2
159,부산,2020-01-01 01:00,-2.9,,2,22,1021.6,-1.6
159,부산,2020-01-01 02:00,-3.1,,1.9,23,1021.6,-1.9
159,부산,2020-01-01 03:00,-2.8,,4.5,24,1021.1,-2
159,부산,2020-01-01 04:00,-3.1,,1.9,35,1021,-2.1
159,부산,2020-01-01 05:00,-3,,1.7,44,1021.2,-2
159,부산,2020-01-01 06:00,-2.8,,2.6,48,1021.5,-1.8
159,부산,2020-01-01 07:00,-2.7,,2.9,52,1021.4,-1.9
159,부산,2020-01-01 08:00,-2.3,,1.7,55,1021.7,-1.3
