id,genres,vote_average,vote_count,popularity,title,keywords,overview,score
87101,Science Fiction Action Thriller Adventure,5.8,3631,202.04263500000002,Terminator Genisys,saving the world artificial intelligence cyborg killer robot future time travel dystopia sequel fiction duringcreditsstinger 3d,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",6.190910837365658
1858,Adventure Science Fiction Action,6.6,4040,25.468493,Transformers,destroy transformation alien based on toy transformers robot duringcreditsstinger teenage hero,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",6.713522001545953
675,Adventure Fantasy Family Mystery,7.4,5494,78.14439499999999,Harry Potter and the Order of the Phoenix,prophecy witch loss of lover magic cutting the cord child hero dying and death broom sorcerer's apprentice school of witchcraft black magic death of a friend sorcery occultism,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",7.290432564220137
674,Adventure Fantasy Family,7.5,5608,101.250416,Harry Potter and the Goblet of Fire,magic dying and death broom sorcerer's apprentice school of witchcraft chosen one black magic boarding school vision tournament teenager wizard teenage hero based on young adult novel,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",7.367421537103531
8960,Fantasy Action,6.2,2961,56.758410999999995,Hancock,flying alcohol love of one's life forbidden love lovers affection advertising expert alcoholism invulnerability superhero pokies duringcreditsstinger,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",6.492263144119626
6479,Drama Horror Action Thriller Science Fiction,6.9,4853,70.867401,I Am Legend,saving the world lost civilisation post-apocalyptic dystopia matter of life and death alone helplessness virus pandemic,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",6.9173069512938605
118,Adventure Comedy Family Fantasy,6.7,3624,53.905592000000006,Charlie and the Chocolate Factory,london england father son relationship chocolate factory worker based on novel parents kids relationship candy overweight child grandfather grandson relationship teacher,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",6.788511960656072
2062,Animation Comedy Family Fantasy,7.5,4369,65.677399,Ratatouille,paris brother brother relationship expensive restaurant river cook mouse confidence roof window leaving one's family work restaurant critic kitchen spice court cookbook family chef rat,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",7.340958812689328
272,Action Crime Drama,7.5,7359,115.040024,Batman Begins,himalaya martial arts dc comics crime fighter secret identity undercover hero loss of father society gotham city vigilante superhero based on comic book rivalry tragic hero ninja good vs evil crime super powers haunted by the past evil doctor escapade master villain fighting crime unfulfillment love and romance unfulfilled love,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",7.392661810282006
18360,Adventure Fantasy Action Comedy Family,5.9,1971,81.781591,Night at the Museum: Battle of the Smithsonian,museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",6.412996202522112
2080,Adventure Action Thriller Science Fiction,6.2,4021,5.954333999999999,X-Men Origins: Wolverine,corruption mutant boxer army marvel comic superhero aftercreditsstinger duringcreditsstinger,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",6.43939101851516
605,Adventure Action Thriller Science Fiction,6.4,3096,73.313918,The Matrix Revolutions,saving the world artificial intelligence man vs machine flying philosophy fortune teller kung fu underground world killer robot temple subway dream sun hero fight sunlight computer virus key future precognition super computer machine town ying yang dying and death virtual reality dystopia computer faith world religion truth rescue mission cyberpunk woman director yin yang gnosticism,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,6.609753512866353
109445,Animation Adventure Family,7.3,5295,165.12536599999999,Frozen,queen musical princess betrayal snowman animation reindeer curse snow troll mountain climber aftercreditsstinger woman director 3d,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",7.213147690286221
604,Adventure Action Thriller Science Fiction,6.7,3443,70.78591,The Matrix Reloaded,saving the world artificial intelligence man vs machine martial arts kung fu underground world dream hero fight computer virus key future plato precognition rave dying and death virtual reality dystopia computer faith world religion truth mission cyberpunk woman director gnosticism,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",6.791545373175243
76338,Action Adventure Fantasy,6.8,4755,99.499595,Thor: The Dark World,marvel comic superhero based on comic book hostile takeover norse mythology aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d asgard,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",6.845446618419591
76341,Action Adventure Science Fiction Thriller,7.2,9427,434.27856399999996,Mad Max: Fury Road,future chase post-apocalyptic dystopia australia rescue survival on the run convoy peak oil dark future,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",7.161322965353004
13448,Thriller Mystery,6.5,2129,67.447636,Angels & Demons,rome vatican based on novel symbolism christian illuminati quantum mechanics prequel anti matter conspiracy investigator catholicism cern,"Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.",6.714540438041975
10195,Adventure Fantasy Action,6.6,6525,86.493424,Thor,new mexico banishment shield marvel comic hammer superhero based on comic book redemption norse mythology aftercreditsstinger marvel cinematic universe 3d asgard odin heimdall,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",6.679791440549026
62213,Comedy Fantasy,5.7,2320,50.306728,Dark Shadows,witch imprisonment vampire curse fish out of water chains gothic madness old house lost love angry mob 18th century ghost hidden room old mansion,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,6.258360844047646
177677,Action Adventure Thriller,7.1,3224,114.52223700000002,Mission: Impossible - Rogue Nation,london england spy austria villain sequel mission conspiracy vienna opera vienna,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",7.0502464708216905
49444,Animation Family,6.7,1880,51.247321,Kung Fu Panda 2,martial arts hope fleet panda mission woman director,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",6.830025745989602
956,Adventure Action Thriller,6.5,2028,63.079003,Mission: Impossible III,berlin cia vatican white house secret identity secret explosive mobile phone map traitor mask honeymoon shanghai pretended murder secret mission letter funeral covered investigation to shoot dead secret agent video stamp hard drive e-mail decipherment suitcase computer revenge murder mission hospital duel disguise celebration good and bad research laboratory blast,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",6.720144768748121
117251,Action Drama Thriller,6.4,1891,39.004588,White House Down,usa president conspiracy secret service the white house,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",6.677526608539639
652,Adventure Drama War,6.9,2759,66.803149,Troy,brother brother relationship adultery mythology beauty trojan war bravery wall fraud hostility epic sword fight battlefield ancient world pyre ancient greece trojan horse trojan bronze age sparta greece helen of troy homer's iliad,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",6.925189832054581
43074,Action Fantasy Comedy,5.3,2142,66.21806,Ghostbusters,female friendship ghost hunting reboot ghost,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",6.068075503438783
95,Action Thriller Science Fiction Adventure,6.4,2482,58.485967,Armageddon,saving the world paris moon cataclysm asteroid self sacrifice nasa space marine loss of father daughter space wedding astronaut eiffel tower paris duringcreditsstinger disaster movie space centre,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",6.639562941831251
608,Action Adventure Comedy Science Fiction,6.0,3114,91.332849,Men in Black II,saving the world secret identity sun glasses undercover space marine illegal immigration deportation new identity flying saucer light firearm alien fictional government agency,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",6.357476725201464
56292,Action Thriller Adventure,6.8,3972,77.77476999999999,Mission: Impossible - Ghost Protocol,fight sequel mission explosion broken arm imax nuclear threat,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",6.851570930381339
81188,Fantasy Animation Family,7.1,1922,61.788035,Rise of the Guardians,dream santa claus nightmare easter bunny tooth fairy jack frost sandman duringcreditsstinger,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",7.033019820733893
616,Drama Action War History,7.3,1895,52.341226,The Last Samurai,japan war crimes sense of guilt swordplay general samurai war veteran katana sword arms deal homeland emperor language barrier self-discovery mountain village foreign legion mercenary campaign commercial agreement insurgence leader war strategy gettysburg loss of husband slaughter soldier alcoholic u.s. soldier japanese army 19th century war trauma,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",7.134051463515222
147441,Adventure Drama Action,5.6,1921,101.599427,Exodus: Gods and Kings,moses bible ancient egypt 3d ramses,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",6.266523310604812
13475,Science Fiction Action Adventure,7.4,4518,73.61680799999999,Star Trek,spacecraft teleportation space mission parachute time travel black hole supernova prequel warp speed futuristic warp engine romulans outer space vulcan alternate reality space opera reboot,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",7.273608919181886
557,Fantasy Action,6.8,5265,82.502566,Spider-Man,loss of lover spider thanksgiving bad boss hostility marvel comic superhero pokies evil reference to superman goblin,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",6.8421837055336505
82702,Fantasy Action Adventure Animation Comedy Family,7.6,3106,100.21391,How to Train Your Dragon 2,father son relationship wife husband relationship sacrifice viking sequel rescue dragon mother son relationship death of husband warrior 3d,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",7.363151794734999
13183,Action Mystery Science Fiction,7.0,2811,64.798873,Watchmen,dc comics secret identity mass murder retirement based on comic book conspiracy nuclear war doomsday soviet masked vigilante doomsday clock red square death of superhero american president 1980s,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",6.985367517074834
72559,Adventure Action Science Fiction Thriller,5.4,3025,59.325589,G.I. Joe: Retaliation,terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",5.990822826394649
1771,Action Adventure Science Fiction,6.6,7047,74.50624599999999,Captain America: The First Avenger,new york usa world war ii nazis marvel comic superhero based on comic book nazi germany period drama brooklyn new york city captain america aftercreditsstinger marvel cinematic universe 3d,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",6.675103848322836
50620,Adventure Fantasy Drama Romance,6.1,2553,99.687084,The Twilight Saga: Breaking Dawn - Part 2,vampire romance villainess super strength imprinting cross breed bloodsucker grudge vampire vs vampire chief of police dhampir forks washington wolf pack misinformation seeing the future fang vamp,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",6.461280624376675
1724,Science Fiction Action Adventure,6.1,3021,62.898336,The Incredible Hulk,new york rio de janeiro marvel comic superhero based on comic book on the run fugitive super soldier tony stark virginia military hulk marvel cinematic universe angry bruce banner,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",6.426486342735262
281957,Western Drama Adventure Thriller,7.3,6396,100.635882,The Revenant,father son relationship rape based on novel mountains winter grizzly bear wilderness frontier revenge murder native american survival bear snow violence animal death bear attack death of son based on true events fur trapper,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",7.224760484538974
44896,Animation Comedy Family Western Adventure,6.6,2051,29.913529999999998,Rango,sheriff nevada pet rango chameleon las vegas cactus terrarium construction site armadillo disillusionment,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",6.771576010152653
2503,Action Drama Mystery Thriller,7.3,2888,45.381501,The Bourne Ultimatum,paris corruption madrid assassin based on novel europe prosecution dangerous false identity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence foot chase moskow dark past langley virginia flashback chase on the roof security leak,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",7.168916666783965
9502,Adventure Animation Family Comedy,6.9,3145,84.68964799999999,Kung Fu Panda,china martial arts kung fu mentor snake restaurant shop strong woman bravery tiger turtle panda sensei anthropomorphism fighting ancient china monkey master destiny evil aftercreditsstinger monkey warrior noodle,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",6.923238699259087
102899,Science Fiction Action Adventure,7.0,5880,120.09361000000001,Ant-Man,marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger marvel cinematic universe 3d,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",6.991185703499136
101299,Adventure Action Science Fiction,7.4,6495,76.310119,The Hunger Games: Catching Fire,competition based on novel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood female protagonist tournament explosion danger imax winner based on young adult novel,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",7.3035936993169335
74,Adventure Thriller Science Fiction,6.2,2322,48.572726,War of the Worlds,post traumatic stress  disorder new jersey airplane dystopia daughter apocalypse alien invasion human subjugation,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",6.537152132940999
27576,Action Mystery Thriller,6.2,2093,48.829437,Salt,assassination spy cia kidnapping cold war soviet union double agent race against time revenge on the run shootout espionage female protagonist hitwoman terrorism violence russian spy intelligence officer action heroine,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",6.556790897361687
86834,Drama Adventure,5.6,2350,46.115758,Noah,bible god noah 3d,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,6.198254162421863
17578,Adventure Animation Mystery,6.7,2061,89.938296,The Adventures of Tintin,riddle captain treasure liquor treasure hunt sunken treasure plot reporter 3d action,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",6.823990289246482
673,Adventure Fantasy Family,7.7,5877,79.679601,Harry Potter and the Prisoner of Azkaban,flying traitor magic cutting the cord child hero broom sorcerer's apprentice school of witchcraft griffon black magic time travel best friend werewolf dark muggle aftercreditsstinger,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",7.524388590855656
82700,Science Fiction Action Adventure,5.0,2532,42.840582,After Earth,dystopia,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",5.825729391791994
181533,Adventure Comedy Fantasy Family,6.1,1851,115.597753,Night at the Museum: Secret of the Tomb,night watchman museum natural history history smithsonian,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",6.530023237894436
38055,Animation Action Comedy Family Science Fiction,6.7,1918,68.757242,Megamind,saving the world date prison secret identity fish gun dna mayor anti hero rain museum one-sided love serum talking animal reporter duringcreditsstinger stronger villain,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",6.8287103966264855
671,Adventure Fantasy Family,7.5,7006,109.984351,Harry Potter and the Philosopher's Stone,witch christmas party magic cutting the cord halloween child hero broom chosen one frog fantasy world based on young adult novel,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",7.3883777004531375
22,Adventure Fantasy Action,7.5,6985,271.972889,Pirates of the Caribbean: The Curse of the Black Pearl,exotic island blacksmith east india trading company gold marriage proposal mutiny jamaica skeleton daughter governor wooden eye gold coin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirate ship capuchin monkey tortuga,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",7.388112035483797
131631,Science Fiction Adventure Thriller,6.6,5584,206.227151,The Hunger Games: Mockingjay - Part 1,resistance post-apocalyptic dystopia war sequel female protagonist bow and arrow game future war revolt class prejudice human subjugation based on young adult novel,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,6.689907271756807
591,Thriller Mystery,6.5,2704,45.313196999999995,The Da Vinci Code,paris holy grail christianity monk based on novel zurich secret society louvre curator symbologist opus dei heresy mona lisa freemason conspiracy pentagram tomb catholicism cryptologist iconography albino sect,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",6.6873828227121646
36658,Adventure Action Science Fiction Thriller,6.8,3506,2.871739,X2,mutant marvel comic superhero based on comic book superhuman,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.",6.856067609813586
51497,Action Thriller Crime,7.1,2438,7.255717999999999,Fast Five,brazil fbi freedom escape from prison car crash heist organized crime on the run money fugitive police chase escaped convict car imax automobile racing duringcreditsstinger,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.041101799150624
58574,Adventure Action Crime Mystery,7.0,3886,81.49962099999999,Sherlock Holmes: A Game of Shadows,detective inspector steampunk criminal mastermind,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",6.988115389191484
18823,Adventure Fantasy Action,5.6,2233,47.686442,Clash of the Titans,hades mythology greek mythology zeus medusa mythological beast sea monster perseus kraken gods ancient greece based on greek myth 3d,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",6.215446218472204
49040,Action Thriller,6.0,2651,90.33681,The Bourne Legacy,assassin wolf maryland suicide by gunshot rooftop exploding house laptop tracking device fake id seoul south korea pharmaceutical lab government conspiracy roof chase manila philippines hunted false passport alberta canada lieutenant general,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",6.394343951059771
435,Action Adventure Science Fiction Thriller,6.2,2392,41.380094,The Day After Tomorrow,saving the world library cataclysm climate change greenhouse effect tornado twister hurricane hail temperature drop ice age polar zone meteorology gulfstream barrier ice ice melting third world exodus evacuation climate government snow los angeles scientist doomsday antarctic disaster movie,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",6.531573310771495
